epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,711.9432373046875,0.22094089896474906,1.9934812784194946,0.2116860609061649
2,697.6880493164062,0.2414711920674442,1.9555412530899048,0.24213914335231493
3,685.5690307617188,0.25946795963831737,1.93435537815094,0.25402327308739786
4,671.0515747070312,0.27689686803826496,1.9104588031768799,0.25971775191879176
5,649.8170166015625,0.3053771895339187,1.9109443426132202,0.27135429561772717
6,622.3150024414062,0.33656576246014064,1.8488540649414062,0.28744738796731867
7,590.2538452148438,0.3790241558555017,1.8430089950561523,0.3114632334736321
8,554.7887573242188,0.4142314244528895,1.837063193321228,0.3203763307749443
9,520.291015625,0.45323898134801033,1.7995915412902832,0.34216390195592966
10,492.59710693359375,0.4816319398942908,1.812005639076233,0.351572171329537
11,469.3723449707031,0.49801249290176036,1.7896735668182373,0.3721218123297846
12,449.4572448730469,0.5150919495042152,1.7670369148254395,0.38128249566724437
13,434.2671813964844,0.5266675402961604,1.7727835178375244,0.3934142114384749
14,421.649169921875,0.5388109902590311,1.7057992219924927,0.39267145333003217
15,412.8611145019531,0.5465426112785567,1.8215837478637695,0.3924238672938846
16,405.2795104980469,0.548202507316647,1.8406436443328857,0.4043079970289676
17,398.1981201171875,0.5572445725767702,1.890397310256958,0.3946521416192127
18,392.4166259765625,0.5611322238238763,1.8428432941436768,0.39737558801683587
19,387.6942138671875,0.5618311274188617,1.835759162902832,0.39935627630601633
20,383.6565856933594,0.5637531123050714,1.8365224599838257,0.39985144837831144
21,380.5057678222656,0.5669855414318787,1.8335638046264648,0.4025748947759346
22,376.8582763671875,0.5696064299130739,1.8705490827560425,0.40975488982421393
23,373.5891418457031,0.5703926964574324,1.8784843683242798,0.41025006189650903
24,372.2127990722656,0.5732319923120605,1.8303014039993286,0.4055459272097054
25,369.04901123046875,0.5763770584894946,1.9004665613174438,0.4090121317157712
26,367.4508361816406,0.5739308959070458,1.8824374675750732,0.4129735082941322
27,366.2427062988281,0.577600139780719,1.9389219284057617,0.40826937360732857
28,364.35113525390625,0.5782990433757044,1.887228012084961,0.4033176528843773
29,362.2891540527344,0.5794347617175556,1.9323354959487915,0.4072790294627383
30,361.1522216796875,0.581182020705019,1.901419997215271,0.4129735082941322
31,360.72515869140625,0.5799589394137946,1.9420371055603027,0.40108937855904925
32,359.4400634765625,0.581182020705019,2.0131518840789795,0.4112404060410993
33,358.3789367675781,0.5817498798759446,1.8974530696868896,0.4095073037880664
34,357.361328125,0.5826235093696763,1.9284027814865112,0.4112404060410993
35,356.09881591796875,0.5845018127811995,1.9713833332061768,0.40406041099282003
36,356.1174621582031,0.5845454942558861,1.9745419025421143,0.4077742015350334
37,354.3392028808594,0.5845891757305727,2.0215582847595215,0.39787076008913097
38,354.06341552734375,0.5851570349014983,1.9654362201690674,0.4067838573904432
39,352.9249267578125,0.5886515528764251,2.0968072414398193,0.40307006684822977
40,353.16253662109375,0.5831040055912288,1.9614806175231934,0.39985144837831144
41,351.8980712890625,0.5866858865155288,1.9696234464645386,0.40826937360732857
42,351.61968994140625,0.5856375311230507,2.0239150524139404,0.40133696459519685
43,350.9502258300781,0.5868169309395885,2.073805093765259,0.4052983411735578
44,350.4166564941406,0.5866422050408422,2.055919647216797,0.40059420648675415
